title,artist,lyrics,listens,hotness,genres,genius ID,spotify ID
Living on an Island (Fiji Style),Status Quo,"

Easy when you're number one, everybody say you're having fun
Smile in front of the public eye, when you're body say you wanna die
Living on an island, looking at another line
Waiting for my friend to come and we'll get high

Hugh he got a real nice place, Cruxie gonna be there soon
And I just wanna see his face, I'm getting lonely in my empty room
Living on an island, working on another line
Waiting for my friend to come and we'll get high

Passing time away in blue skies
Thinking of the smile in her eyes
Easy, it's easy

Living on an island, oh boy we're having fun
Living on an island, thinking about the things I've done
Living on an island, searching for another light
Waiting for my friend to come and we'll get high
Waiting for my friend to come and we'll get high
I said we're gonna get high
Yeah we're gonna get high
Gonna touch the sky

",40224,0,['Pop Genius'],1202080,05tv7JxSmTsTrFxiJtfdi0
What Can I Do,The Corrs,"

I haven't slept at all in days
It's been so long since we have talked
And I have been here many times
I just don't know what I'm doing wrong

What can I do to make you love me
What can I do to make you care
What can I say to make you feel this
What can I do to get you there

There's only so much I can take
And I just got to let it go
And who knows I might feel better, yeah
If I don't try and I don't hope

What can I do to make you love me
What can I do to make you care
What can I say to make you feel this
What can I do to get you there

No more waiting, no more
Aching
No more fighting, no more
Trying

Maybe there's nothing more to say
And in a funny way I'm calm
Because the power is not mine
I'm just gonna let it fly

What can I do to make you love me
What can I do to make you care
What can I say to make you feel this
What can I do to get you there
Just tell me what to do

What can I do to make you love me
What can I do to make you care
What will it take to make you feel this
What can I do to get you there

And love me, love me, love me...

",27761059,0,['Pop Genius'],1815661,3J4atRG0IjKxGyLIhC5DL2
I Know,Young Scooter,"

[Intro: Young Scooter]
Eliantte, Eliantte you don't like my jeweler (real Don)
Nigga you a bitch you ain't no motherfuckin shoota (nah)
Zaytoven
You wanna get rich then pay attention to what I'm doing
I'm the Jugg and Finesse King (If Young Metro don't...)
They call me Young Scooter (turn up)

[Hook]
I know why you niggas ain't winning (yeah)
Because you weren't real from the beginning (pussy nigga)
I know why your baby daddy broke (broke)
'Cause he ain't got no hustle bitch you know (broke ass nigga)
I know why your niggas ain't winning (yeah)
Because you weren't real from the beginning (jugg)
I know why your baby mama trippin' (yeah)
'Cause she say you be working for them niggas (ah!)

[Verse 1]
I don't roll no blackwoods I smoke swishas
But Dolph, he roll up Backwoods that’s my nigga
And all the sticks I got caught with is extensions
I know you want the recipe so pay attention
Your bitch she got a fake red bottom
I know you niggas having money problems
That dope money, that rap money I got options
If you ain't got no haters you ain't poppin'
I know he know she know you know [Pep and Gino]
I touched a mil' before this rap game just ask casino
It’s black amigo I know all the dope boy trick with yayo
I'm balling on these pussy niggas and they hate it I know

[Hook]
I know why you niggas ain't winning (yeah)
Because you weren't real from the beginning (pussy nigga)
I know why your baby daddy broke (broke)
'Cause he ain't got no hustle bitch you know (broke ass nigga)
I know why your niggas ain't winning (yeah)
Because you weren't real from the beginning (yooh)
I know why your baby mama trip (yeah)
'Cause she say you be working for them niggas (ah!)

[Verse 2]
I know you're a broke ass nigga (pussy nigga)
'Cause you fuck with broke ass bitches (broke bitch)
[...] that dope ass nigga
[...]
I break a bitch down
Like a break a brick down
Walk off in the club yeah we set that bitch down
8 Ball MJG he talking crazy, lay it down
Criss cross strap the dope, I let that shit just jump around
I let that shit just jump around

[Bridge]
Eliantte, Eliantte you don't like my jeweler (real Don)
Nigga you a bitch you ain't no motherfuckin shoota (nah)
You wanna get rich then pay attention to what I'm doing
I'm the [?] finesse king
They call me Young Scooter

[Hook]
I know why you niggas ain't winning (yeah)
Because you weren't real from the beginning (pussy nigga)
I know why your baby daddy broke (broke)
'Cause he ain't got no hustle bitch you know (broke ass nigga)
I know why your niggas ain't winning (yeah)
Because you weren't real from the beginning (yooh)
I know why your baby mama trip (yeah)
'Cause she say you be working for them niggas

",514877,22,"['Atlanta', 'Trap', 'Rap Genius']",3262617,5hKYcXe91nltbPp2LaKL6e
Old Weakness (Coming On Strong),Diamond Rio,"

She's back in town
Haven't seen her yet
But I know that that won't last
Soon I'll turn around
And be face to face
With a feeling from my past

Chorus:
She's an old weakness
From a place I fell
She's an old heartache
One that time didn't heal too well
It's an old story
'Bout a love gone wrong
Just an old weakness
Coming on strong

My hands still shake
And my heart still aches
Just knowing she's this close
Those steel blue eyes
And the way she smiles
Are the things I fear the most

Chorus:
She's an old weakness
From a place I fell
She's an old heartache
One that time didn't heal too well
It's an old story
'Bout a love gone wrong
Just an old weakness
Coming on strong

I know the truth is showing
I know I should be going home

--- Instrumental ---

Chorus:
She's an old weakness
From a place I fell
She's an old heartache
One that time didn't heal too well
It's an old story
'Bout a love gone wrong
Just an old weakness
Coming on strong

Just an old weakness
Coming on strong...

",12991,4,['Country Genius'],1299478,3ZiTAi3Od2gQlU6Qw6bEaM
Monster,The Audreys,"

It moved in you
Again this morning
I heard it flex and stretch
Up through the rows of sleep
Between last night and us
And I don't have a name for it
Love
But I know the shape of its claws
Well enough

",29679,8,['Pop Genius'],828511,1OT5YrGhUiJFmS1XGMCMgm
My Life,DMX,"

[Intro: DMX & Chinky]
Uh!
'Cause it's all (Grrr)
Goin' on, in my life

[Verse: DMX & Chinky]
Earl Simmons AKA The Dawg gettin down for real and goin' hard
'Cause it's all, goin on, in my life
This is my life and I'mma livin' it how I wanna live it
Motherfuckers won't you fuckin' come and get it, come on
'Cause it's all, goin on, in my life
Check it out yo, give me at least three feet
Or end up stinkin' leakin' in the street (What)
'Cause it's all, goin on, in my life
I wanna be able to teach you blood
Wanna be able to sit down and eat with you cause' (Uh)
'Cause it's all, goin on, in my life
I go through what I go through so you don't have to
You should be glad to have the worst statute
'Cause it's all (Get up) goin on, in my life
There it is my dreams my fears
My words that constantly fall on deaf ears (What)
'Cause it's all, goin on, in my life
Forgive me father for I have sinned (Yeah)
Cleanse my soul I'm ready to win let's begin (Please)
'Cause it's all, goin on, in my life
Please give me the strength to rebuke the devil
Give me the speech show the word that's heard on all levels (Alright)
Cause it's all, goin on, in my life
Uh

[Outro: DMX & Chinky]
'Cause it's all ('Cause it's all)
Goin' on (What's goin' on?) in my life
This is my life! This is my life!
'Cause it's all ('Cause it's all)
'Goin on (What's goin' on?) in my life
In my life
This is my life
Ooh ooh ooh
Life of mine, live in the life of crime
Aaah
That's what's up baby, ain't nothin fake about this
It's my motherfuckin' life

",1020763,26,['Rap Genius'],17445,4DI5DR5gHBdWtAum8IMNHd
White Lingerie,Cris Cab,"

I look as far as the eye can see
She screamed her love from the balcony
That's how she was, so young and free
She wanted to believe
I told her ""wait at the corner store""
She's lightning quick, when it rains, it pours
A kind of love cash can't afford
I wanted to believe
She's got the voice of harmony
And the mind of Socrates
When we meet, it's in a Jeep
It's only you and me
While we sleep on scared grounds
We talk about this love we found
I feel the Earth and it's spinning round
Now we both believe
She's so young, yet so old
When she heard the wedding bells, she fell in love
With the fairy tale
She's so young, yet so old
When her father said ""That even castles turn to sand someday""
Castles turn to sand someday
Even castles turn to sand someday
White flowers and white lingerie
The marching band with the red berets
The parents showed on wedding day
They wanted to believe
She's walking in just like the queen
But when she falls, there was no king
The bastard said she never wanted to believe
She's so young, yet so old
When she heard the wedding bells, she fell in love
With the fairy tale
She's so young, yet so old
When her father said ""That even castles turn to sand someday""
Castles turn to sand someday
Even castles someday
Oh no, this isn't how it's all supposed to be
Things can change so easily
Oh no, all that remains has washed into the sea
So she'll just take her sweet time
She's so young, yet so old
When she heard the wedding bells, she fell in love
With the fairy tale
She's so young, yet so old
When her father said ""That even castles turn to sand someday""
Castles turn to sand someday
Castles turn to sand someday
Even castles turn to sand someday

",420176,10,['Pop Genius'],1701661,61Nf3rG2HLNoxTD0H3fiCE
Susie Q - Remastered Version,​The Everly Brothers,"

Oh, Susie Q
Oh, Susie Q
Oh, Susie Q

I love you, my Susie Q
I like the way you walk
I like the way you talk
I like the way you walk
I like the way you talk my Susie Q

Oh, Susie Q
Oh, Susie Q
Oh, Susie Q
I love you, my Susie Q

Well, say that you'll be true
Well, say that you'll be true
Well, say that you'll be true
And never leave me blue my Susie Q

",18090,5,['Pop Genius'],1349391,0bxOxztcheVOwv25B74Jhv
Mother Brain,ORB,"

[Verse 1]
Mother brain
Knows your name
Father earth
Knows the same
Mother night
Got it right
Father brain
Knows the same

[Chorus]
Yes they know all the things that you don't
Yes it's true, keep a number on you

[Verse 2]
Father earth
Knows his worth
Mother brain
Knows the same

[Chorus]
Yes they know all the things that you don't
Yes they do, keep a number on you
Still they will make you crawl uphill
Pain is blue
You will find you're to do
What they want only you

[Chorus]
Yes they know all the things that you don't
Yes they do, keep a number on you
Still they will make you crawl uphill
Pain is blue
You will find you're to do
What they want only you

",91752,20,['Rock Genius'],3189116,4lIyZczvvjD2kwIlZUzMFf
The Pictures on My Phone Are All of You,Hysterla,"

This time is different
I feel different
Lost under tension
Fateful companion
Your skin is frozen
My wounds closing
You overestimate
The ones you love the steps you take
I want us to be best friends but
Maybe baby i can't pretend
When im asleep
Is when you call me
Don’t talk too deep
We'll be sorry
Find hope in nothing
We are nothing
I want us to be until the end
Maybe baby i can't pretend

",22048,17,['Pop Genius'],4178881,2F7cS7jJzF8YParRXSvjyM
Sunshine Sometime (Earliest Mix) - 2012 Master,Paul McCartney,"

[Verse 1]
Back to where the memory lingers
Back to where the sun shines
Ways of breaking over my finger
Yes, it's been a long time

[Chorus]
Sunshine sometime
Sometime sunshine

[Verse 2]
Home is where the water is waiting
For the band that plays in the sunshine, oh yeah
Ooh
Yes, it's been a long time

[Chorus]
Sunshine sometime
Sometime sunshine

[Verse 3]
Back to where the living is easy
I can hear the song in the evening
Stones are shining into the water
Yes, it's been a long time

[Outro]
Sunshine sometime
Sometime sunshine
Sunshine sometime
Sometime sunshine
Sunshine sometime
Sometime sunshine
Sunshine sometime
Sometime sunshine
Sunshine sometime
Sometime sunshine

",476117,32,"['Rock Genius', 'British Rock', 'UK', 'Singer-Songwriter', 'Pop Genius']",2015192,6h9Hg62EhhoWXYYZl63GKU
The Song That (Actually) Doesn't End - Pt. 2,The Fullblast,"

Can you see what you've done?
What a mess you've made
Your carelessness and disregard for everyone you love
And those who loved you back
We have to cope with constant pressure

Will you be here another day?
We want you back
Another day passed is another day lost
Get back on track

Don't let yourself go, don't ever lose sight of us
Because if you do, it will be the end of everything we thought was real

You walk a thin line
You walk the tightest rope
Suspended high above a sea of empty hopes

We will be waiting on the other side
It's up to you now, to make everything all right

",23211,3,['Pop Genius'],1024965,0Yni6fBTCkpWuNnSEuvKfy
Burning Lights,Chris Shiflett & The Dead Peasants,"

Some dreams are made for children
But most grow old with us
And when the air can hope to hold on
And to the ground from dust to rust
Burning lights in the desert
Such a sign only you would know
Your running tyres, they're out of pressure
Such a sign only you would know
And i've been a long haul driver
Moving things but the cops don't know
Now i can see the writing
You are the last of the buffalo
Burning lights in the desert
Such a sign only you would know
Your running tyres, they're out of pressure
Such a sign only you would know
Now i've been to california
And i've been to new south wales
Sometimes i, i pull over
When i realise i've left no trace
Burning lights in the desert
Such a sign only you would know
Your running tyres, they're out of pressure
Such a sign only you would know

",21560,4,['Pop Genius'],769980,1K7AVUGIrhK8wwT7tsZERb
Age,Aegaeon,"

I have seen
The unknown
Touched the nothingness
An age of trancendence


I have lived in introspection


Gazed beyond self
To limitless bounds
For what purpose?


Time shall outlive
And dissolve all traces
All things obsolete


I will fade
And time erase
I will fade...
Defined by infinity

",26464,9,"['Progressive Death Metal', 'Rock Genius']",3852065,5cT0MWUfTgU9htGJiTfKS8
L'Ultimo,Fabio Concato,"

...Zio Tom
Goodbye Zio Tom...
Goodbye Zio Tom...

",1550,0,['Pop Genius'],1671648,1H7cDI7IDB8m43pZykeNBD
We Are Family,The chipmunks & the chipettes,"

(CHORUS:)
We are family
I got all my sisters with me
We are family
Get up ev'rybody and sing

Ev'ryone can see we're together
As we walk on by
(FLY! ) and we fly just like birds of a feather
I won't tell no lie
(ALL! ) all of the people around us they say
Can they be that close
Just let me state for the record
We're giving love in a family dose

(CHORUS x2)
Living life is fun and we've just begun
To get our share of the world's delights
(HIGH! ) high hopes we have for the future
And our goal's in sight
(WE! ) no we don't get depressed
Here's what we call our golden rule
Have faith in you and the things you do
You won't go wrong
This is our family Jewel

(REPEAT CHORUS TO FADE)

",1835371,27,['Pop Genius'],1976800,67tpYaBDOoGmkW3s9w8b98
My World,Poisonblack,"

Annoying creature of the night
You're the ever-oozing wound that bleeds
Spills into my life
Not a healthy state of mind
A constant pain that keeps on lingering
Preying into my life

With a cleansing fire of hate
Purify

So come on, try and to be me
Where filthy mouths and fingers feed
Then kick you to your downward course
Maybe if you've had a life
You'd have a better clue 'bout mine
Until then, keep on wasting yours

With your narrow-minded views
You try to make us look like fools again
And you're so cool again
Steal a piece of my time
It makes you feel so alive
In leech's paradise

",63792,11,['Pop Genius'],1214797,0ZrkPfJUa7FaFEMWjsXQeB
Nessa Espera,Leoni,"

Todo dia é só mais um dia
Se é longe de você
Todo tempo é só essa espera
Se eu não pude te ver
Mas se é pra te ver chorar
Nem pensar
Melhor deixar pra lá
Mas se é pra te ver chorar
Nem pensar
Melhor sentir saudades e deixar
O tempo consertar
O que der pra consertar
Do que ainda resta de nós
O que há de ser, qualquer dia
Mas o que haverá de ser
Nem a brisa vem soprar nesta espera
Tudo espera por você
Deixa a chuva desabar, quando espera
Deixa a mágoa desmanchar, nessa espera
Deixa a água carregar, nessa espera
Toda a raiva que restar, nesta espera

",75416,18,"['Em Português', 'Pop Genius']",1325468,79l51Qf4vNPI3KpvuMN3xm
Never Like You,Magica,"

All of my life I've felt so different
I walked the simple way
All I expect is that you keep your promise
And honor what you say

We reach a little higher
We search a world without deception
Our hearts are set on fire
To change your misconception

I will never deny who I am nor sell my belief
I will never hide in the dark like a thief
I will never stab from behind nor run from a fight
We will never surrender because
We'll be never like you

I will never do the work of a liar
I will never turn, never like you
I will never do like you desire
We are not the same, never like you

I am so tired of short time solutions
Reversed psychologies
Your false beliefs start revolutions
No more apologies!

We reach a little higher
We search a world without deception
Our hearts are set on fire
To change your misconception

I will never deny who I am nor sell my belief
I will never hide in the dark like a thief
I will never stab from behind nor run from a fight
We will never surrender because
We'll be never like you

I will never do the work of a liar
I will never turn, never like you
I will never do like you desire
We are not the same, never like you

I cannot stand being lied in my face
We've paid the toll
You cannot make a fool of me it's not the case
Let us roll

I will never deny who I am nor sell my belief
I will never hide in the dark like a thief
I will never stab from behind nor run from a fight
We will never surrender because
We'll be never like you

I will never do the work of a liar
I will never turn, never like you
I will never do like you desire
We are not the same, never like you

",8230,2,['Pop Genius'],907386,7gahx9eUcbeCbmcMZZaaG3
The Avenger,Excelsis,"

Avengers promise that death will never do them part
They smear to loyalty and honor, that no one seems to remember today
They stand until their last breath
Side to side and overcome, even the hottest times

",1777,0,['Pop Genius'],892876,6EtTf0kB2qTkP9Jk0KuvD3
Walk on By,The Stranglers,"

If you see me walking down the streets
And i start to cry
Each time we meet
Walk on by
Aahh walk on by
Make believe
I can see the tears
Now let me grieve in private
Cause each time i see you
I just want to cry
Walk on by
Walk on by
Walk on by
I just can't get over losing you
And so if i seem so broken in pieces
Walk on by
Aah walk on by
With foolish pride
If i can't see the tears
Let me hide
From the tears and the sadness
You gave me
When you said goodbye
Walk on by
Walk on by
Walk on by
Just go for a stroll in the trees
Walk on by
Aahh walk on by
And make believe
That i can't see the tears
Now let me grieve in private
Cause each time i see you
I break down and cry
Walk on by
Walk on by

",3590119,44,['Pop Genius'],2070235,468OjJdSYyN77e1tYj4O6Y
The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2gether,"

Yeah, 2Ge+her's in the house!
Put your hands in the air
'cause we'll make ya bounce. C'mon [x4]
Oooh oh yea
It's been so long since I've seen your face
So long since I've been to first base
*strike 3 you're out*
I really miss the feel of your kiss
But can I have back my things before
I get really pissed?
You had my heart, my soul, my attention
But you walked out my life with my CD collection

[Chorus]
(We're breaking up!)
Breaking up is hard enough (oh oh oh oh)
Say you had nothing but I called your bluff
You got my sweaters, my hat...
I can't find my cat! (meow)
The hardest part of breaking up
Is getting back your stuff

Yeah, 2Ge+her's in the house!
Put your hands in the air
'cause we'll make ya bounce c'mon [x2]
So tell me girl, do I have to say please
Or do I have to involve the police
*We have you surrounded*
There was a time when I'd trust you alone
I'd call you up girl, but you took my phone
You borrow stuff every time I turn my back
*hey, that's mine!*
I can't believe I went out with a KLEPTOMANIAC

[Chorus]
(We're breaking up!)
Breaking up is hard enough (oh oh oh oh)
Say you had nothing but I called your bluff
You got my sweaters, my hat...
I can't find my cat! (meow)
The hardest part of breaking up
Is getting back your stuff

[Spoken]
Man you ever break up with a girl
And she keeps your stuff?
Man, what's up with that?
I dunno man, something wrong!
Ya know what I'm say?
Something wrong with dat....
Yea, uh, Mickey Parke up in this mug
Here we go one, two
Yeah, Yeah, Yeah
U plus ME, it doesn't equal us
You took my car now I gotta take the bus
I thought I had a girl that I could trust
I guess I never knew my calculus!

[Chorus] x2
Breaking up is hard enough (oh oh oh oh)
Say you had nothing but I called your bluff
You got my sweaters, my hat...
I can't find my cat! (meow)
The hardest part of breaking up
Is getting back your stuff

",1307666,13,['Pop Genius'],1680975,1hVUDzhWm9Uok4iKvzaNLx
Lady MacBeth & Miss Havisham,Hiccup,"

[Verse 1]
I took the long way down
I went the wrong way 'round
Stood contemplating my contingency
I broke that thing in two
Lost what I meant to do
Stuck shaking hands with electricity

[Pre-Chorus]
By the time you found me I had nearly fallen through the hole in my head
I was choking, you were joking, I was laughing, I was breathing instead
Only life can bring you back from the dead

[Chorus]
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa

[Verse 2]
I wandered down the halls
Like a confused pinball
Lady Macbeth meets Mrs. Havisham
The kid I used to be
Wrote in a diary
Lulled off to sleep with just a ceiling fan

[Pre-Chorus]
If you catch me rollin' 'round under the moonlight cracking my head
I am never so untethered I don’t feel you tugging back on my thread
So just tell me, baby, go back to bed
Go back to bed

[Chorus]
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa

[Verse 3]
I broke that thing in two
Lost what I meant to do
And it all spun perpetually
But we played through the set
And I pressed the last fret
And we promptly ran into the sea
I forgot how to sleep
I drank too much caffeine
When I lay there it felt like the end
With your hand on my head
You said go back to bed
Oh, these things keep me hangin' by a golden thread

[Chorus]
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa
Whoa, whoa, whoa, whoa

Woo!

",11574,0,['Pop Genius'],3461740,4FSIhH4fL71VNXXWMgdQqh
Take a Break,In Signs,"

Take my pain
And build your happiness
On my grave
Let me burn
From your helpless
Make me pray
Just give your pride
And lock it inside
You, wanna play?
I'll show you my side
And erase your faith

Take a break
And stop for a while
You’re fake
You're fake
One day
You'll hear exactly
What I didn’t say
This is the end
And here is your edge
I won't save you
Yeah this is the end
And here is your edge
I won't save you

Take my pain
And build your happiness
But not on my way
Don't wanna see
Your fake face
Dead end of this game
Just give your pride
And lock it inside
You, wanna play?
I'll show you my side
And erase your faith

Take a break
And stop for a while
You're fake
You're fake
One day
You'll hear exactly
What I didn’t say
This is the end
And here is your edge
I won’t save you
Yeah this is the end
And here is your edge
I won't save you

You’re drop in the rain
You're still so blind
This is your lane
You're passing by
You started this game
But shut your white lips
Look what I get
This is your dream

",0,0,['Rock Genius'],4165332,3yD2g1YojLeCtTJ3XTeqvS
Por las Calles de México (with Mijares),La Sonora Santanera,"

No me explico todavía
El porqué te has alejado
Si bien sabes vida mía
Que eres tú mi adoración
Todo méxico me ha visto
Calle arriba y calle abajo
Por doquiera te he buscado
En mi desesperación
Camino por narvarte
Polanco y coyoacán
Mi anhelo de encontrarte
Me lleva al pedregal
Te busco por guerrero
La villa y tizapán
Por la colonia obrera
Y no te puedo hallar
No me explico todavía
El porqué tú te marchaste
Y un papel no me dejaste
Escribiendo la razón

",3039496,44,"['En Español', 'Pop Genius']",2082196,7mNSBaIEUJOtqTlUuSYi9M
True Colors,Abuela,"

[?]
Face for your protection
[?]
From under the ice that has risen
From out of the stage that has fallen
The sounds of the crystal is calling
Calling

Somewhere frozen
Deep in the ocean
Sun sparks
Open metal
[?]

Starlight in the waters
Shining laters
Hearts of lasers
Born from perfect [?]
Deep in the brain
Lighting your fame

Sun sparks
Open petals
[?]
Sun sparks
Open [?]
Mind eraser

Starlight in the mountain
Crystal waters
Spear of colors
Born from perfect [?]
Raised of seven(?)
Snowy weather

Starlight in the waters
Lighting your fame

",53481,7,['Pop Genius'],4223181,1Kzd2OI1FL9O7zhynnsTGu
Till the End of the Day - Mono Mix,The Kinks,"

Baby, I feel good
From the moment I arise
Feel good from morning
Till the end of the day
Till the end of the day

Yeah, you and me
We live this life
From when we get up
Till we go sleep at night
You and me, we're free
We do as we please, yeah
From morning, till the end of the day
Till the end of the day

Yeah, I get up
And I see the sun up
And I feel good, yeah
Cause my life has begun
You and me, we're free
We do as we please, yeah
From morning, till the end of the day
Till the end of the day
Till the end of the day
Till the end of the day (alright)

You and me, we're free
We do as we please, yeah
From morning, till the end of the day
Till the end of the day
Till the end of the day
Till the end of the day
Till the end of the day
Till the end of the day

",3009113,37,['Rock Genius'],958167,014NOunS25K1LbcM6DlQ5I
No Roots,Alice Merton,"

[Verse 1]
I like digging holes and hiding things inside them
When I grow old, I hope I won't forget to find them
'Cause I've got memories and travel like gypsies in the night

[Verse 2]
I build a home and wait for someone to tear it down
Then pack it up in boxes, head for the next town running
'Cause I've got memories and travel like gypsies in the night

[Pre-Chorus]
And a thousand times I've seen this road
A thousand times

[Chorus]
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots

[Verse 3]
I like standing still but that's just a wishful plan
Ask me where I come from, I'll say a different land
But I've got memories and travel like gypsies in the night

[Verse 4]
I count gates and numbers, then play the guessing game
It's just the place that changes, the rest is still the same
But I've got memories and travel like gypsies in the night

[Pre-Chorus]
And a thousand times I've seen this road
A thousand times

[Chorus]
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots

[Bridge]
I like digging holes, hiding things inside them
When I grow old, I won't forget to find them
I like digging holes, hiding things inside them
When I grow old, I won't forget to find them
I've got no roots
No roots

[Chorus]
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots
I've got no roots
But my home was never on the ground
I've got no roots
But my home was never on the ground
I've got no roots
I've got no roots
(No!)

",186337418,57,"['Adult Alternative', 'Adult Contemporary', 'Synth-Pop', 'Alternative Pop', 'Alternative Rock', 'Pop Genius', 'Dance-Pop', 'Dance', 'Rock Genius', 'Electro-Pop', 'Pop-Rock', 'Alternative']",3035499,4CdfFYzaAJ0y0beKzmgJSn
Still Everything,Ettison Clio,"

Falling back to where we start again
Disturbing shift to something less than desired
And are you glad to have me off your shoulder?
Relieved i was so easy to get over
Maybe you haven't finished yet
Yet are words this fragile?
They deflate at the first sign of fear
Your world disassembled
But you won't give me a chance to help you heal
We don't deserve
You should move on
Advice through phone lines stinging strong
But i could never despise a face i adore
I'll hide behind these sunken eyes
Pretend i don't care you've denied
Remember: i was everything you ever wanted
Oh everything you wanted
And now i'm falling back to where we start again
Disturbing shift to something less than desired
And are you glad to have me off your shoulder?
Relieved i was so easy to get over
I haven't finished yet
Yet i close my eyes
I can't seem to forget
I'm back there with you
I'm lying in your bed
The slightest stir provokes your lips to move to mine
And i'm listening as you hold your breath
Reveling in the thought of you beside me
Why did this change?
What happens now?
Forced to build up wall i let down
But you still find a way to charm me somehow
My head spins as if abused
Unanswered question leave me confused
But you're still everything i've ever wanted
You're still everything
You're still my everything

",1927,1,['Pop Genius'],1696082,5gi8oWbobRSMDRAu2GWk50
Ruso Na Sai,Lata Mangeshkar,"

Ruso mama priyambija mahavari pitahi ruso, Ruso mama priyangana, priyasutatmajahi ruso
Ruso bhagini bandhuhi, svasura sasubai ruso Na Datta Guru Sai ma, majavari kadihi ruso
Puso na sunabai tya maja na bhratrjaya puso Puso na priya soyare, priya sage na jnati puso
Puso suhrda na sakha, svajana naptabandhu puso, Pari na Guru Sai ma, majavari kadihi ruso
Puso na anala mule, taruna vrddhahi na puso, Puso na Guru dhakute, maje na thora sane puso
Puso naca bhalebure, sujana sadhuhi na puso, Pari na Guru Sai ma, majavari kadihi ruso
Ruso catura tattvavit vibudha prajna jnani ruso, Rusohi vidusi striya kusala panditahi ruso
Ruso mahipati vati bhaiaka tapasihi ruso, Na Datta Guru Sai ma, majavari kadihi ruso
Ruso javi rsi muni anagha siddha yogi ruso, Ruso hi grhadevata, ni kulagramadevi ruso
Ruso khala pisaccahi malina dakinihi ruso, Na Datta Guru Sai ma, majavari kadihi ruso
Ruso mrga khaga krmi, akila jivajantu ruso, Ruso vitapa prasatara acala apagabdhi ruso
Ruso kha pavanagni vara avani pancatattve ruso, Na Datta Guru Sai ma, majavari kadihi ruso
Ruso vimala kinnara amala yakinihi ruso, Ruso sasi khagadihi, gagani tarakahi ruso
Ruso amararajahi adaya Dharmaraja ruso, Na Datta Guru Sai ma, majavari kadihi ruso
Ruso mana sarasvati, capalacitta tehi ruso, Ruso vapu disakhila kathina kala rohi ruso
Ruso sakala visahi mayi tu brahmagola ruso, Na Datta Guru Sai ma, majavari kadihi ruso
Vimudha mhanuni haso, maja na matsarahi daso, Padabhiruci ulhaso, jananakardami na faso
Na durga dhrtica dhaso, asivabhava mage khaso, Prapanci mana he ruso, drdha virakti citti thaso
Kunachi ghrna naso na ca sprha kasaci aso, Sadaiva hrdayi vaso, manasi dhyani Sai vaso
Padi pranaya vorso, nikhila drsya Baba diso, Na Datta Guru Sai ma, upari yacanela ruso

",18957,5,['Rock Genius'],229180,2xDVGlaYgxh78pvT0QQjLm
Dáma S Čápem,Sto Zvířat,"

Až budu končit, až budu mít za pár
Postavím si past a do ní chytím čápa
Už se vidím, jak ho krmím cukrem a skořicí
Jak pomalu nabírám diamanty na lžíci
A dávám mu je s chlebem a ze stropu tma kape
Chci bejt stará dáma, která žije s čápem

Při naší svatbě budu stát
Vedle mě čáp a lidi kolem
A celá obloha se bude opírat
O moje francouzský hole

Až bude po všem, doufám, že to chápeš
Chci bejt stará dáma, která žije s čápem
Už se vidím, jak se oba oblíknem do peří
A jak můj čáp v rodinným stříbru večeří
A potom pijem likér a všude voní parfém
Chci bejt stará dáma, která žije s čápem

",302095,30,['Pop Genius'],1834211,6TuHq8Ic4258nwezaI3miT
